case_id,crime_no,case_category,registered_date,unit_id,district_id,crime_head_id,crime_subhead_id,gravity,status,lat,lng,brief_facts
382,100010006202500001,FIR,2025-10-28,6,1,2,8,Non-Heinous,Under Investigation,12.8937,77.61542,Assault reported in the jurisdiction.
383,100020009202500008,FIR,2025-10-28,9,2,2,7,Heinous,Under Investigation,12.30154,76.7268,Murder reported in the jurisdiction.
384,100020010202500012,FIR,2025-10-28,10,2,6,15,Non-Heinous,Closed,12.16491,76.72322,Rioting reported in the jurisdiction.
385,100050026202500022,FIR,2025-10-28,26,5,1,5,Non-Heinous,Closed,12.95907,74.89398,Robbery reported in the jurisdiction.
386,100030016202500022,FIR,2025-10-28,16,3,1,5,Non-Heinous,Charge Sheeted,15.84425,74.41776,Part of a recurring robbery pattern in this catchment.
387,100010002202500019,FIR,2025-10-28,2,1,1,3,Non-Heinous,Charge Sheeted,12.90365,77.49529,Part of a recurring chain snatching pattern in this catchment.
388,100040022202500003,FIR,2025-10-29,22,4,2,7,Non-Heinous,Closed,17.2344,76.76639,Murder reported in the jurisdiction.
389,300020010202500001,PAR,2025-10-29,10,2,3,9,Heinous,Charge Sheeted,12.19154,76.71504,Molestation reported in the jurisdiction.
390,100030016202500002,FIR,2025-10-29,16,3,3,10,Heinous,Undetected,15.82357,74.39696,Domestic Violence Complaint reported in the jurisdiction.
391,100050023202500001,FIR,2025-10-29,23,5,1,2,Non-Heinous,Charge Sheeted,12.88289,74.83289,Burglary / House-breaking reported in the jurisdiction.
392,100020012202500001,FIR,2025-10-29,12,2,4,12,Non-Heinous,Under Investigation,12.22131,76.75156,Social Media Harassment reported in the jurisdiction.
393,100010006202500015,FIR,2025-10-29,6,1,4,11,Non-Heinous,Charge Sheeted,12.90731,77.61156,Online Financial Fraud reported in the jurisdiction.
394,100030016202500023,FIR,2025-10-29,16,3,1,5,Non-Heinous,Charge Sheeted,15.83542,74.418,Part of a recurring robbery pattern in this catchment.
395,100020007202500001,FIR,2025-10-30,7,2,1,3,Non-Heinous,Undetected,12.24295,76.69006,Chain Snatching reported in the jurisdiction.
396,100020010202500005,FIR,2025-10-30,10,2,3,9,Non-Heinous,Charge Sheeted,12.15791,76.72423,Molestation reported in the jurisdiction.
397,100060030202500012,FIR,2025-10-30,30,6,4,11,Non-Heinous,Undetected,13.3602,77.13297,Online Financial Fraud reported in the jurisdiction.
398,100050024202500030,FIR,2025-10-30,24,5,1,2,Non-Heinous,Charge Sheeted,12.9948,74.79072,Burglary / House-breaking — accused matches pattern seen in other station records.
399,100030015202500007,FIR,2025-10-31,15,3,1,1,Non-Heinous,Charge Sheeted,15.80905,74.40396,Theft reported in the jurisdiction.
400,100060027202500005,FIR,2025-10-31,27,6,3,9,Heinous,Charge Sheeted,13.36376,77.05551,Molestation reported in the jurisdiction.
401,100060028202500007,FIR,2025-10-31,28,6,2,8,Heinous,Charge Sheeted,13.37993,77.02699,Assault reported in the jurisdiction.
402,100040021202500012,FIR,2025-10-31,21,4,2,6,Non-Heinous,Charge Sheeted,17.25855,76.76604,Grievous Hurt reported in the jurisdiction.
403,100010005202500022,FIR,2025-10-31,5,1,6,15,Non-Heinous,Charge Sheeted,12.87745,77.48127,Rioting reported in the jurisdiction.
404,100020012202500015,FIR,2025-10-31,12,2,1,1,Non-Heinous,Undetected,12.20917,76.7317,Theft reported in the jurisdiction.
405,100010002202500020,FIR,2025-10-31,2,1,1,3,Non-Heinous,Charge Sheeted,12.90689,77.5257,Part of a recurring chain snatching pattern in this catchment.
406,100010003202500005,FIR,2025-11-01,3,1,6,15,Non-Heinous,Closed,12.88767,77.64274,Rioting reported in the jurisdiction.
407,100030015202500016,FIR,2025-11-01,15,3,6,16,Non-Heinous,Charge Sheeted,15.80825,74.3685,Public Nuisance reported in the jurisdiction.
408,100050026202500019,FIR,2025-11-01,26,5,1,2,Non-Heinous,Charge Sheeted,12.95088,74.88658,Burglary / House-breaking reported in the jurisdiction.
409,100010005202500001,FIR,2025-11-02,5,1,5,14,Non-Heinous,Under Investigation,12.84922,77.51402,Peddling reported in the jurisdiction.
410,100040019202500001,FIR,2025-11-02,19,4,1,2,Non-Heinous,Charge Sheeted,17.43335,76.87156,Burglary / House-breaking reported in the jurisdiction.
411,100020011202500005,FIR,2025-11-02,11,2,1,5,Non-Heinous,Under Investigation,12.33745,76.60083,Robbery reported in the jurisdiction.
412,100060028202500013,FIR,2025-11-02,28,6,4,11,Non-Heinous,Under Investigation,13.3871,77.04481,Online Financial Fraud reported in the jurisdiction.
413,100010004202500020,FIR,2025-11-02,4,1,1,3,Non-Heinous,Closed,12.98802,77.60472,Chain Snatching reported in the jurisdiction.
414,100020008202500013,FIR,2025-11-02,8,2,2,7,Non-Heinous,Under Investigation,12.30685,76.57115,Murder reported in the jurisdiction.
415,100010002202500021,FIR,2025-11-02,2,1,1,3,Non-Heinous,Closed,12.9043,77.49598,Part of a recurring chain snatching pattern in this catchment.
416,100010002202500005,FIR,2025-11-03,2,1,5,13,Heinous,Charge Sheeted,12.91811,77.49079,Possession reported in the jurisdiction.
417,100040018202500014,FIR,2025-11-03,18,4,3,9,Non-Heinous,Undetected,17.41387,76.8692,Molestation reported in the jurisdiction.
418,100020007202500008,FIR,2025-11-03,7,2,2,7,Non-Heinous,Closed,12.22187,76.66552,Murder reported in the jurisdiction.
419,100020007202500011,FIR,2025-11-03,7,2,3,10,Heinous,Closed,12.23759,76.66779,Domestic Violence Complaint reported in the jurisdiction.
420,100060029202500009,FIR,2025-11-03,29,6,1,5,Non-Heinous,Under Investigation,13.31795,77.23302,Robbery reported in the jurisdiction.
421,100030013202500015,FIR,2025-11-03,13,3,3,10,Non-Heinous,Undetected,15.76886,74.48395,Domestic Violence Complaint reported in the jurisdiction.
422,100040019202500019,FIR,2025-11-03,19,4,1,1,Non-Heinous,Under Investigation,17.40386,76.83534,Theft reported in the jurisdiction.
423,100020011202500006,FIR,2025-11-04,11,2,1,4,Non-Heinous,Undetected,12.3356,76.59973,Vehicle Theft reported in the jurisdiction.
424,100030014202500009,FIR,2025-11-04,14,3,2,6,Heinous,Charge Sheeted,15.80195,74.44749,Grievous Hurt reported in the jurisdiction.
425,100030014202500011,FIR,2025-11-04,14,3,1,1,Non-Heinous,Under Investigation,15.8117,74.4542,Theft reported in the jurisdiction.
426,100050024202500027,FIR,2025-11-04,24,5,4,12,Non-Heinous,Undetected,12.98967,74.76948,Social Media Harassment reported in the jurisdiction.
427,100040018202500006,FIR,2025-11-05,18,4,4,12,Non-Heinous,Charge Sheeted,17.41118,76.85853,Social Media Harassment reported in the jurisdiction.
428,100060028202500012,FIR,2025-11-05,28,6,4,12,Non-Heinous,Closed,13.40557,77.03961,Social Media Harassment reported in the jurisdiction.
429,200040018202500001,UDR,2025-11-06,18,4,1,4,Non-Heinous,Under Investigation,17.40059,76.85102,Vehicle Theft reported in the jurisdiction.
430,100050023202500010,FIR,2025-11-06,23,5,5,13,Heinous,Undetected,12.87883,74.85192,Possession reported in the jurisdiction.
431,100040020202500024,FIR,2025-11-06,20,4,1,4,Non-Heinous,Undetected,17.39638,76.7152,Vehicle Theft — accused matches pattern seen in other station records.
432,100010001202500004,FIR,2025-11-07,1,1,4,11,Non-Heinous,Closed,12.86085,77.67092,Online Financial Fraud reported in the jurisdiction.
433,100030013202500008,FIR,2025-11-07,13,3,1,1,Non-Heinous,Under Investigation,15.77146,74.46451,Theft reported in the jurisdiction.
434,100030016202500025,FIR,2025-11-07,16,3,1,3,Non-Heinous,Charge Sheeted,15.85312,74.40883,Chain Snatching — accused matches pattern seen in other station records.
435,100020009202500002,FIR,2025-11-08,9,2,1,2,Non-Heinous,Closed,12.30319,76.72741,Burglary / House-breaking reported in the jurisdiction.
436,100050025202500007,FIR,2025-11-08,25,5,4,12,Non-Heinous,Undetected,12.86967,74.88944,Social Media Harassment reported in the jurisdiction.
437,100010005202500012,FIR,2025-11-08,5,1,1,2,Non-Heinous,Charge Sheeted,12.84786,77.48925,Burglary / House-breaking reported in the jurisdiction.
438,400020008202500001,Zero FIR,2025-11-09,8,2,3,9,Heinous,Charge Sheeted,12.32057,76.57939,Molestation reported in the jurisdiction.
439,100030016202500011,FIR,2025-11-09,16,3,6,16,Non-Heinous,Charge Sheeted,15.82289,74.42728,Public Nuisance reported in the jurisdiction.
440,100010001202500013,FIR,2025-11-09,1,1,2,7,Heinous,Under Investigation,12.88046,77.63545,Murder reported in the jurisdiction.
441,100060029202500014,FIR,2025-11-09,29,6,1,2,Non-Heinous,Charge Sheeted,13.31302,77.24918,Burglary / House-breaking reported in the jurisdiction.
442,100020011202500004,FIR,2025-11-10,11,2,3,10,Non-Heinous,Charge Sheeted,12.33805,76.5968,Domestic Violence Complaint reported in the jurisdiction.
443,100050026202500005,FIR,2025-11-10,26,5,5,13,Heinous,Closed,12.94591,74.90155,Possession reported in the jurisdiction.
444,100010006202500007,FIR,2025-11-10,6,1,1,5,Non-Heinous,Charge Sheeted,12.90754,77.60349,Robbery reported in the jurisdiction.
445,100020010202500015,FIR,2025-11-10,10,2,2,6,Heinous,Charge Sheeted,12.1674,76.71754,Grievous Hurt reported in the jurisdiction.
446,100040018202500023,FIR,2025-11-10,18,4,2,7,Non-Heinous,Closed,17.40363,76.85886,Murder reported in the jurisdiction.
447,100040022202500019,FIR,2025-11-10,22,4,5,13,Heinous,Charge Sheeted,17.22709,76.77035,Possession reported in the jurisdiction.
448,100010005202500024,FIR,2025-11-10,5,1,1,3,Non-Heinous,Closed,12.85625,77.50376,Chain Snatching — accused matches pattern seen in other station records.
449,100040019202500003,FIR,2025-11-11,19,4,1,5,Non-Heinous,Charge Sheeted,17.41178,76.85501,Robbery reported in the jurisdiction.
450,100010006202500020,FIR,2025-11-11,6,1,5,13,Heinous,Charge Sheeted,12.90326,77.61879,Possession reported in the jurisdiction.
451,100020008202500017,FIR,2025-11-11,8,2,4,12,Non-Heinous,Closed,12.31338,76.56495,Social Media Harassment reported in the jurisdiction.
452,100040022202500004,FIR,2025-11-12,22,4,5,14,Heinous,Closed,17.23394,76.78353,Peddling reported in the jurisdiction.
453,100030015202500018,FIR,2025-11-12,15,3,1,2,Non-Heinous,Under Investigation,15.77441,74.40654,Burglary / House-breaking reported in the jurisdiction.
454,100010002202500022,FIR,2025-11-12,2,1,1,3,Non-Heinous,Charge Sheeted,12.90698,77.51523,Part of a recurring chain snatching pattern in this catchment.
455,100030016202500004,FIR,2025-11-13,16,3,1,5,Non-Heinous,Closed,15.84505,74.39939,Robbery reported in the jurisdiction.
456,100030013202500004,FIR,2025-11-13,13,3,5,13,Non-Heinous,Under Investigation,15.73678,74.46434,Possession reported in the jurisdiction.
457,100040022202500013,FIR,2025-11-13,22,4,5,13,Non-Heinous,Under Investigation,17.21052,76.78236,Possession reported in the jurisdiction.
458,400060030202500002,Zero FIR,2025-11-13,30,6,5,14,Non-Heinous,Charge Sheeted,13.37416,77.11136,Peddling reported in the jurisdiction.
459,100060029202500012,FIR,2025-11-13,29,6,1,4,Non-Heinous,Charge Sheeted,13.29858,77.25189,Vehicle Theft reported in the jurisdiction.
460,100010002202500023,FIR,2025-11-13,2,1,1,3,Non-Heinous,Under Investigation,12.91458,77.50157,Part of a recurring chain snatching pattern in this catchment.
461,100050024202500029,FIR,2025-11-13,24,5,1,3,Non-Heinous,Undetected,13.00011,74.77613,Chain Snatching — accused matches pattern seen in other station records.
462,100030014202500001,FIR,2025-11-14,14,3,1,2,Non-Heinous,Closed,15.81144,74.47104,Burglary / House-breaking reported in the jurisdiction.
463,100010006202500010,FIR,2025-11-14,6,1,4,11,Non-Heinous,Charge Sheeted,12.91624,77.62788,Online Financial Fraud reported in the jurisdiction.
464,100020011202500009,FIR,2025-11-14,11,2,6,16,Non-Heinous,Charge Sheeted,12.33943,76.61766,Public Nuisance reported in the jurisdiction.
465,100050026202500003,FIR,2025-11-15,26,5,1,4,Non-Heinous,Closed,12.9825,74.89661,Vehicle Theft reported in the jurisdiction.
466,100040022202500011,FIR,2025-11-15,22,4,3,10,Non-Heinous,Under Investigation,17.24759,76.77223,Domestic Violence Complaint reported in the jurisdiction.
467,100020011202500011,FIR,2025-11-15,11,2,1,1,Non-Heinous,Charge Sheeted,12.32343,76.58188,Theft reported in the jurisdiction.
468,100040018202500018,FIR,2025-11-15,18,4,5,14,Heinous,Closed,17.40539,76.86191,Peddling reported in the jurisdiction.
469,100020007202500017,FIR,2025-11-15,7,2,1,4,Non-Heinous,Under Investigation,12.21992,76.69175,Vehicle Theft reported in the jurisdiction.
470,100050024202500005,FIR,2025-11-16,24,5,2,6,Non-Heinous,Charge Sheeted,13.00796,74.75721,Grievous Hurt reported in the jurisdiction.
471,100020012202500005,FIR,2025-11-16,12,2,2,6,Heinous,Charge Sheeted,12.21594,76.76627,Grievous Hurt reported in the jurisdiction.
472,100030014202500008,FIR,2025-11-16,14,3,2,6,Non-Heinous,Under Investigation,15.83454,74.46704,Grievous Hurt reported in the jurisdiction.
473,100050024202500023,FIR,2025-11-16,24,5,2,6,Non-Heinous,Charge Sheeted,13.01101,74.76336,Grievous Hurt reported in the jurisdiction.
474,100020009202500001,FIR,2025-11-17,9,2,5,14,Non-Heinous,Under Investigation,12.32743,76.72125,Peddling reported in the jurisdiction.
475,100010005202500002,FIR,2025-11-17,5,1,1,4,Non-Heinous,Undetected,12.84053,77.48336,Vehicle Theft reported in the jurisdiction.
476,100010001202500005,FIR,2025-11-17,1,1,5,13,Heinous,Under Investigation,12.86096,77.66517,Possession reported in the jurisdiction.
477,100030013202500006,FIR,2025-11-17,13,3,1,5,Non-Heinous,Under Investigation,15.73647,74.46457,Robbery reported in the jurisdiction.
478,100020007202500003,FIR,2025-11-17,7,2,1,2,Non-Heinous,Undetected,12.24163,76.68272,Burglary / House-breaking reported in the jurisdiction.
479,100010001202500002,FIR,2025-11-18,1,1,1,4,Non-Heinous,Charge Sheeted,12.89237,77.65156,Vehicle Theft reported in the jurisdiction.
480,100050023202500005,FIR,2025-11-18,23,5,4,11,Non-Heinous,Under Investigation,12.89714,74.86077,Online Financial Fraud reported in the jurisdiction.
481,100010001202500014,FIR,2025-11-18,1,1,2,8,Non-Heinous,Under Investigation,12.89581,77.64319,Assault reported in the jurisdiction.
482,100020009202500011,FIR,2025-11-18,9,2,6,16,Non-Heinous,Charge Sheeted,12.33596,76.71524,Public Nuisance reported in the jurisdiction.
483,100030016202500014,FIR,2025-11-18,16,3,3,9,Non-Heinous,Undetected,15.83223,74.39285,Molestation reported in the jurisdiction.
484,100010002202500024,FIR,2025-11-18,2,1,1,3,Non-Heinous,Under Investigation,12.92605,77.49591,Part of a recurring chain snatching pattern in this catchment.
485,100030013202500013,FIR,2025-11-19,13,3,1,4,Non-Heinous,Charge Sheeted,15.73463,74.44976,Vehicle Theft reported in the jurisdiction.
486,100020008202500005,FIR,2025-11-19,8,2,1,1,Non-Heinous,Under Investigation,12.32331,76.58401,Theft reported in the jurisdiction.
487,100020012202500007,FIR,2025-11-19,12,2,3,10,Heinous,Under Investigation,12.21863,76.74189,Domestic Violence Complaint reported in the jurisdiction.
488,100010004202500023,FIR,2025-11-19,4,1,2,6,Heinous,Under Investigation,12.97166,77.62734,Grievous Hurt reported in the jurisdiction.
489,100020008202500015,FIR,2025-11-19,8,2,1,2,Non-Heinous,Closed,12.31632,76.57884,Burglary / House-breaking reported in the jurisdiction.
490,100060029202500013,FIR,2025-11-19,29,6,2,6,Non-Heinous,Closed,13.31077,77.22039,Grievous Hurt reported in the jurisdiction.
491,100030015202500003,FIR,2025-11-20,15,3,3,9,Heinous,Under Investigation,15.80028,74.4011,Molestation reported in the jurisdiction.
492,100010004202500006,FIR,2025-11-20,4,1,1,2,Non-Heinous,Undetected,12.97,77.62418,Burglary / House-breaking reported in the jurisdiction.
493,100020009202500004,FIR,2025-11-20,9,2,2,8,Heinous,Charge Sheeted,12.29831,76.72877,Assault reported in the jurisdiction.
494,100050024202500021,FIR,2025-11-20,24,5,1,5,Non-Heinous,Charge Sheeted,13.0114,74.7855,Robbery reported in the jurisdiction.
495,100060030202500014,FIR,2025-11-20,30,6,1,4,Non-Heinous,Closed,13.3566,77.13065,Vehicle Theft reported in the jurisdiction.
496,100010005202500003,FIR,2025-11-21,5,1,3,10,Heinous,Charge Sheeted,12.85746,77.50115,Domestic Violence Complaint reported in the jurisdiction.
497,100030013202500011,FIR,2025-11-21,13,3,6,15,Non-Heinous,Undetected,15.75888,74.44914,Rioting reported in the jurisdiction.
498,100050024202500025,FIR,2025-11-21,24,5,4,11,Non-Heinous,Closed,12.98497,74.79252,Online Financial Fraud reported in the jurisdiction.
499,100040021202500027,FIR,2025-11-21,21,4,2,8,Non-Heinous,Charge Sheeted,17.25699,76.77104,Assault reported in the jurisdiction.
500,100060029202500007,FIR,2025-11-22,29,6,1,1,Non-Heinous,Under Investigation,13.32363,77.21609,Theft reported in the jurisdiction.
501,100020010202500009,FIR,2025-11-22,10,2,4,11,Non-Heinous,Undetected,12.17762,76.71714,Online Financial Fraud reported in the jurisdiction.
502,100050024202500020,FIR,2025-11-22,24,5,5,14,Non-Heinous,Under Investigation,12.97465,74.77654,Peddling reported in the jurisdiction.
503,100010004202500025,FIR,2025-11-22,4,1,5,13,Heinous,Closed,12.99013,77.61318,Possession reported in the jurisdiction.
504,100030014202500017,FIR,2025-11-22,14,3,1,5,Non-Heinous,Under Investigation,15.80724,74.46676,Robbery reported in the jurisdiction.
505,100030015202500023,FIR,2025-11-22,15,3,1,1,Non-Heinous,Closed,15.78964,74.40805,Theft reported in the jurisdiction.
506,100010004202500013,FIR,2025-11-23,4,1,2,6,Heinous,Closed,12.96814,77.63508,Grievous Hurt reported in the jurisdiction.
507,100030014202500012,FIR,2025-11-23,14,3,4,11,Non-Heinous,Closed,15.82674,74.46947,Online Financial Fraud reported in the jurisdiction.
508,100030014202500014,FIR,2025-11-23,14,3,1,3,Non-Heinous,Under Investigation,15.81827,74.4522,Chain Snatching reported in the jurisdiction.
509,100010003202500016,FIR,2025-11-23,3,1,3,10,Non-Heinous,Under Investigation,12.8808,77.6571,Domestic Violence Complaint reported in the jurisdiction.
510,100010002202500011,FIR,2025-11-23,2,1,1,5,Non-Heinous,Charge Sheeted,12.90185,77.50298,Robbery reported in the jurisdiction.
511,100010005202500015,FIR,2025-11-23,5,1,6,15,Non-Heinous,Closed,12.87277,77.48394,Rioting reported in the jurisdiction.
512,100020012202500004,FIR,2025-11-24,12,2,1,3,Non-Heinous,Charge Sheeted,12.20417,76.76484,Chain Snatching reported in the jurisdiction.
513,100040020202500008,FIR,2025-11-24,20,4,2,8,Non-Heinous,Charge Sheeted,17.37615,76.71619,Assault reported in the jurisdiction.
514,300020010202500002,PAR,2025-11-24,10,2,4,12,Non-Heinous,Under Investigation,12.17699,76.70788,Social Media Harassment reported in the jurisdiction.
515,100040020202500010,FIR,2025-11-24,20,4,2,7,Non-Heinous,Closed,17.37255,76.71739,Murder reported in the jurisdiction.
516,100060028202500014,FIR,2025-11-25,28,6,4,11,Non-Heinous,Closed,13.3983,77.04021,Online Financial Fraud reported in the jurisdiction.
517,100010005202500010,FIR,2025-11-25,5,1,1,2,Non-Heinous,Charge Sheeted,12.86899,77.50369,Burglary / House-breaking reported in the jurisdiction.
518,100030015202500017,FIR,2025-11-25,15,3,6,15,Non-Heinous,Closed,15.79279,74.37381,Rioting reported in the jurisdiction.
519,100010005202500014,FIR,2025-11-25,5,1,2,8,Heinous,Charge Sheeted,12.87801,77.49509,Assault reported in the jurisdiction.
520,100050024202500024,FIR,2025-11-25,24,5,5,13,Non-Heinous,Under Investigation,12.9916,74.76875,Possession reported in the jurisdiction.
521,100060027202500001,FIR,2025-11-26,27,6,3,10,Heinous,Undetected,13.35818,77.04383,Domestic Violence Complaint reported in the jurisdiction.
522,100060028202500011,FIR,2025-11-26,28,6,3,10,Non-Heinous,Closed,13.37627,77.04226,Domestic Violence Complaint reported in the jurisdiction.
523,100010002202500006,FIR,2025-11-26,2,1,4,12,Non-Heinous,Charge Sheeted,12.90072,77.51971,Social Media Harassment reported in the jurisdiction.
524,100020011202500016,FIR,2025-11-26,11,2,4,12,Non-Heinous,Under Investigation,12.34444,76.60149,Social Media Harassment reported in the jurisdiction.
525,100010001202500016,FIR,2025-11-26,1,1,3,9,Non-Heinous,Under Investigation,12.89733,77.64621,Molestation reported in the jurisdiction.
526,100010004202500008,FIR,2025-11-27,4,1,6,16,Non-Heinous,Charge Sheeted,12.98411,77.59722,Public Nuisance reported in the jurisdiction.
527,100010001202500007,FIR,2025-11-27,1,1,5,13,Non-Heinous,Under Investigation,12.87739,77.63693,Possession reported in the jurisdiction.
528,100010004202500012,FIR,2025-11-27,4,1,1,5,Non-Heinous,Undetected,12.96425,77.615,Robbery reported in the jurisdiction.
529,100010004202500029,FIR,2025-11-27,4,1,6,15,Non-Heinous,Closed,12.9691,77.60142,Rioting reported in the jurisdiction.
530,100030016202500018,FIR,2025-11-27,16,3,2,8,Heinous,Charge Sheeted,15.83373,74.40045,Assault reported in the jurisdiction.
531,100010002202500025,FIR,2025-11-27,2,1,1,3,Non-Heinous,Undetected,12.89766,77.5116,Part of a recurring chain snatching pattern in this catchment.
532,100010002202500026,FIR,2025-11-27,2,1,1,2,Non-Heinous,Undetected,12.89415,77.49019,Burglary / House-breaking — accused matches pattern seen in other station records.
533,100030017202500002,FIR,2025-11-28,17,3,3,10,Heinous,Undetected,15.96031,74.38937,Domestic Violence Complaint reported in the jurisdiction.
534,100060028202500008,FIR,2025-11-28,28,6,5,14,Non-Heinous,Charge Sheeted,13.37752,77.02003,Peddling reported in the jurisdiction.
535,100010001202500011,FIR,2025-11-28,1,1,1,4,Non-Heinous,Under Investigation,12.86165,77.63657,Vehicle Theft reported in the jurisdiction.
536,100050023202500009,FIR,2025-11-28,23,5,4,12,Non-Heinous,Charge Sheeted,12.90213,74.83554,Social Media Harassment reported in the jurisdiction.
537,100040022202500016,FIR,2025-11-28,22,4,4,11,Non-Heinous,Charge Sheeted,17.21248,76.7503,Online Financial Fraud reported in the jurisdiction.
538,100020007202500012,FIR,2025-11-28,7,2,1,5,Non-Heinous,Undetected,12.21892,76.68047,Robbery reported in the jurisdiction.
539,100040021202500003,FIR,2025-11-29,21,4,4,12,Non-Heinous,Closed,17.24913,76.77602,Social Media Harassment reported in the jurisdiction.
540,100040019202500004,FIR,2025-11-29,19,4,5,13,Heinous,Charge Sheeted,17.40523,76.83713,Possession reported in the jurisdiction.
541,100050024202500014,FIR,2025-11-29,24,5,1,5,Non-Heinous,Under Investigation,12.99407,74.79239,Robbery reported in the jurisdiction.
542,100020008202500009,FIR,2025-11-29,8,2,1,1,Non-Heinous,Closed,12.3105,76.5903,Theft reported in the jurisdiction.
543,100060027202500014,FIR,2025-11-29,27,6,6,15,Non-Heinous,Closed,13.36227,77.05683,Rioting reported in the jurisdiction.
544,100040018202500026,FIR,2025-11-29,18,4,2,6,Non-Heinous,Undetected,17.41686,76.8524,Grievous Hurt reported in the jurisdiction.
545,100060030202500016,FIR,2025-11-30,30,6,2,6,Non-Heinous,Closed,13.35202,77.12768,Grievous Hurt reported in the jurisdiction.
546,100010004202500001,FIR,2025-12-01,4,1,1,2,Non-Heinous,Under Investigation,12.99425,77.6146,Burglary / House-breaking reported in the jurisdiction.
547,100020008202500007,FIR,2025-12-01,8,2,4,12,Non-Heinous,Charge Sheeted,12.30973,76.57604,Social Media Harassment reported in the jurisdiction.
548,400030014202500001,Zero FIR,2025-12-01,14,3,1,4,Non-Heinous,Under Investigation,15.81454,74.44787,Vehicle Theft reported in the jurisdiction.
549,100060027202500011,FIR,2025-12-01,27,6,1,1,Non-Heinous,Undetected,13.36272,77.04067,Theft reported in the jurisdiction.
550,100040019202500007,FIR,2025-12-02,19,4,5,14,Non-Heinous,Charge Sheeted,17.41216,76.85751,Peddling reported in the jurisdiction.
551,100050024202500007,FIR,2025-12-02,24,5,1,4,Non-Heinous,Under Investigation,13.01259,74.77144,Vehicle Theft reported in the jurisdiction.
552,100060029202500006,FIR,2025-12-02,29,6,1,3,Non-Heinous,Under Investigation,13.29231,77.23579,Chain Snatching reported in the jurisdiction.
553,100060028202500020,FIR,2025-12-02,28,6,5,14,Non-Heinous,Closed,13.38892,77.0219,Peddling reported in the jurisdiction.
554,100010002202500017,FIR,2025-12-02,2,1,6,16,Non-Heinous,Closed,12.92439,77.48981,Public Nuisance reported in the jurisdiction.
555,100040019202500025,FIR,2025-12-02,19,4,1,2,Non-Heinous,Under Investigation,17.4246,76.8477,Burglary / House-breaking — accused matches pattern seen in other station records.
556,100050024202500003,FIR,2025-12-03,24,5,2,8,Non-Heinous,Closed,13.00536,74.76798,Assault reported in the jurisdiction.
557,100050026202500009,FIR,2025-12-03,26,5,6,16,Non-Heinous,Charge Sheeted,12.9514,74.8974,Public Nuisance reported in the jurisdiction.
558,100050025202500009,FIR,2025-12-03,25,5,2,7,Heinous,Under Investigation,12.88516,74.90398,Murder reported in the jurisdiction.
559,100060028202500018,FIR,2025-12-03,28,6,4,11,Non-Heinous,Charge Sheeted,13.39742,77.05138,Online Financial Fraud reported in the jurisdiction.
560,100040020202500016,FIR,2025-12-03,20,4,5,14,Non-Heinous,Charge Sheeted,17.39533,76.72959,Peddling reported in the jurisdiction.
561,100020012202500003,FIR,2025-12-04,12,2,2,6,Non-Heinous,Closed,12.21007,76.76559,Grievous Hurt reported in the jurisdiction.
562,100020008202500002,FIR,2025-12-04,8,2,2,8,Heinous,Closed,12.3042,76.58477,Assault reported in the jurisdiction.
563,100020007202500013,FIR,2025-12-04,7,2,1,5,Non-Heinous,Under Investigation,12.20519,76.6913,Robbery reported in the jurisdiction.
564,100020007202500016,FIR,2025-12-04,7,2,1,3,Non-Heinous,Under Investigation,12.21291,76.65844,Chain Snatching reported in the jurisdiction.
565,100040020202500015,FIR,2025-12-04,20,4,1,1,Non-Heinous,Undetected,17.38973,76.72474,Theft reported in the jurisdiction.
566,100010004202500007,FIR,2025-12-05,4,1,1,4,Non-Heinous,Charge Sheeted,12.98144,77.62963,Vehicle Theft reported in the jurisdiction.
567,100010003202500007,FIR,2025-12-05,3,1,4,11,Non-Heinous,Charge Sheeted,12.86578,77.66506,Online Financial Fraud reported in the jurisdiction.
568,100040021202500011,FIR,2025-12-05,21,4,2,7,Non-Heinous,Closed,17.2507,76.78037,Murder reported in the jurisdiction.
569,100050024202500012,FIR,2025-12-05,24,5,1,5,Non-Heinous,Charge Sheeted,12.99938,74.77309,Robbery reported in the jurisdiction.
570,100040022202500020,FIR,2025-12-05,22,4,3,10,Non-Heinous,Under Investigation,17.23275,76.78755,Domestic Violence Complaint reported in the jurisdiction.
571,100060028202500003,FIR,2025-12-06,28,6,5,14,Non-Heinous,Under Investigation,13.40898,77.04906,Peddling reported in the jurisdiction.
572,400010005202500001,Zero FIR,2025-12-06,5,1,6,15,Non-Heinous,Closed,12.85639,77.48936,Rioting reported in the jurisdiction.
573,100010003202500014,FIR,2025-12-06,3,1,2,7,Non-Heinous,Charge Sheeted,12.89151,77.64661,Murder reported in the jurisdiction.
574,100060030202500003,FIR,2025-12-07,30,6,4,11,Non-Heinous,Under Investigation,13.37044,77.14932,Online Financial Fraud reported in the jurisdiction.
575,100020010202500006,FIR,2025-12-07,10,2,5,14,Heinous,Charge Sheeted,12.16824,76.70078,Peddling reported in the jurisdiction.
576,100040021202500024,FIR,2025-12-07,21,4,2,7,Heinous,Charge Sheeted,17.24576,76.79347,Murder reported in the jurisdiction.
577,100020008202500020,FIR,2025-12-07,8,2,5,13,Non-Heinous,Charge Sheeted,12.28716,76.57506,Possession reported in the jurisdiction.
578,100020012202500011,FIR,2025-12-08,12,2,3,9,Heinous,Charge Sheeted,12.19387,76.73311,Molestation reported in the jurisdiction.
